Age,Height,Weight,Bmi,BmiClass,Gender,TargetWeight,ActivityLevel,DaysToGoal,Achieved,GoalType
27,1.4075470431389712,50.57594289828508,25.5280799064362,Overweight,Female,47.35959778803554,1,22,0,저지방 고단백
27,1.487182495953611,40.65954140742159,18.38374323619057,Underweight,Female,38.36163057263285,4,18,1,균형 식단
30,1.6635049961529078,51.5582553888592,18.631593242783083,Normal weight,Female,43.51413611994396,2,49,1,저지방 고단백
29,1.593553771914156,55.49631174033668,21.85398676932265,Normal weight,Female,53.14318562856995,2,30,0,균형 식단
32,1.5950923543483404,57.798796876535725,22.71679880435467,Normal weight,Female,55.5177036229303,4,13,0,저지방 고단백
29,1.4794780013765545,48.79895758840433,22.294283585744385,Normal weight,Female,54.11758709253933,4,32,0,벌크업
40,1.62208628540759,54.75578195986962,20.810479195041587,Normal weight,Female,58.25881050704752,3,18,0,벌크업
36,1.4969570278601871,44.298346439306,19.76827837887199,Normal weight,Female,43.91697821070579,2,20,1,균형 식단
27,1.419677942497622,41.07600217317447,20.380202675702428,Normal weight,Female,47.40794547051837,2,55,1,벌크업
20,1.604741833206763,60.75632695584889,23.592891053338136,Normal weight,Female,56.92677338578729,2,21,0,저지방 고단백
39,1.5602558404404336,41.51504221526525,17.05351274121538,Underweight,Female,43.79809204584277,2,32,1,균형 식단
23,1.4250025573216631,61.88129039300235,30.47390251170233,Obese Class 1,Female,54.912108977764994,2,38,0,저지방 고단백
34,1.6716026195118825,58.72050567824319,21.01472449895538,Normal weight,Female,65.72870956760788,3,46,1,벌크업
28,1.6645276363835928,62.09715570511325,22.412468274900384,Normal weight,Female,63.18032843425586,3,10,1,벌크업
29,1.441495720649025,54.52753230206224,26.24152855237914,Overweight,Female,55.47030066034481,1,29,0,균형 식단
40,1.6318924212341266,58.58195802620256,21.99788018854388,Normal weight,Female,62.55028806190882,3,27,1,균형 식단
38,1.56605255441276,51.23981134033296,20.892713918014422,Normal weight,Female,49.20213908989892,4,30,1,균형 식단
23,1.4885400355018694,47.283411363622896,21.33967310945885,Normal weight,Female,56.22848074309029,4,54,1,벌크업
33,1.6736593938146227,60.36330824460919,21.549583196371817,Normal weight,Female,64.32772210754655,4,21,1,벌크업
37,1.5953002537843586,54.52853242047327,21.425893441711303,Normal weight,Female,59.83501632749836,4,34,0,벌크업
34,1.4632042240049472,47.99987753686601,22.419722713644763,Normal weight,Female,46.82898761605535,1,25,1,균형 식단
27,1.6190704705570236,40.15954567661744,15.319947854675377,Underweight,Female,43.64096623337125,1,16,0,균형 식단
31,1.4430490044001134,55.33442873188133,26.572552369918647,Overweight,Female,60.346323050524525,1,38,1,벌크업
32,1.4990236063687024,52.56601058500648,23.393115978524623,Normal weight,Female,59.2585566095736,3,49,1,벌크업
22,1.6817912280705514,91.06898000826348,32.19780801685091,Obese Class 1,Male,66.99331518119965,2,207,0,저지방 고단백
35,1.7739879486521095,92.39365769142348,29.358971001461093,Overweight,Male,105.68220133130598,4,59,1,균형 식단
20,1.8033280502553173,89.6709213977874,27.574151421817017,Overweight,Male,91.94570710797578,3,32,0,균형 식단
20,1.687259119668005,84.99918527487986,29.85734556343818,Overweight,Male,49.78555074924638,2,468,1,저지방 고단백
30,1.5642814439555026,73.29260231411018,29.952312265339778,Overweight,Male,86.18622910047645,3,109,0,벌크업
38,1.5287874246005346,92.22672438199824,39.46049971599543,Obese Class 2,Male,105.96314946784852,3,106,0,벌크업
22,1.83376815824532,91.08796892678006,27.08770204279155,Overweight,Male,102.95896425443766,2,32,1,균형 식단
39,1.85818002353402,80.14927114869141,23.21261154302004,Normal weight,Male,93.7537356380374,2,113,0,벌크업
26,1.6141732074330155,83.6353630965411,32.09886511216142,Obese Class 1,Male,45.8632275294318,4,403,0,저지방 고단백
35,1.7488271199604102,88.36047235718635,28.891112798866413,Overweight,Male,50.291079450346885,2,427,0,저지방 고단백
27,1.534477445137627,91.42622465808452,38.82842440773334,Obese Class 2,Male,60.833687131826096,3,384,1,저지방 고단백
39,1.6318402995691452,76.85801006534462,28.86249213627256,Overweight,Male,106.37811693775764,2,311,1,벌크업
27,1.5059541023085778,84.30681563743977,37.17399310898443,Obese Class 2,Male,57.96864699599682,4,390,0,저지방 고단백
20,1.5329493704510708,79.87591969082952,33.99071098518497,Obese Class 1,Male,43.54295540963919,1,463,0,저지방 고단백
35,1.681170243946381,71.38937465603694,25.25865311239642,Overweight,Male,57.46845296667503,1,109,1,저지방 고단백
34,1.8718391072624805,93.68255880872294,26.737556258143734,Overweight,Male,93.88047247150796,3,37,0,균형 식단
22,1.6095217244696616,72.1684534257674,27.858242375543448,Overweight,Male,59.78651473188647,4,115,0,저지방 고단백
35,1.8786778291642567,93.52625227332848,26.498965002905464,Overweight,Male,65.05617681843026,3,371,0,저지방 고단백
23,1.68539732300008,84.48997729639453,29.744083653816727,Overweight,Male,103.38110943284347,3,141,0,벌크업
24,1.7542033788914408,77.05397182477306,25.040047211993468,Overweight,Male,95.143389637931,3,188,0,벌크업
29,1.6295101603175084,79.96616076879538,30.115640229957567,Obese Class 1,Male,40.57158145120954,4,445,0,저지방 고단백
26,1.8742955972351567,97.37526902395568,27.718677175057586,Overweight,Male,127.50421559653137,1,335,1,벌크업
28,1.823010957252304,93.57296045080494,28.15605545193204,Overweight,Male,85.3393922980377,2,48,0,균형 식단
28,1.5464510806785663,78.11833792231421,32.66484650127264,Obese Class 1,Male,84.08400919658294,3,32,0,균형 식단
28,1.651757907540818,78.15806633953149,28.64712328108315,Overweight,Male,101.16772595657038,1,144,1,벌크업
27,1.6345673428375045,76.34786506945517,28.57533046464147,Overweight,Male,100.88415434153364,1,121,0,벌크업
35,1.6022206373369172,92.72957982632946,36.12215478193508,Obese Class 2,Male,72.67374438491288,4,130,0,저지방 고단백
33,1.8115248213978383,98.11104731506572,29.897118552112374,Overweight,Male,61.28298823912607,4,422,0,저지방 고단백
27,1.7996509407334087,72.75928060151763,22.465280257900226,Normal weight,Male,76.17158715466054,2,49,1,균형 식단
29,1.8517040926206356,72.54826708613577,21.158451012584923,Normal weight,Male,61.68279279860381,4,113,0,저지방 고단백
26,1.5243731666200442,92.16584357577246,39.66316912499732,Obese Class 2,Male,73.10176587105289,2,177,0,저지방 고단백
39,1.5124688224169565,71.61690876780654,31.30709055506352,Obese Class 1,Male,38.07346287841506,2,274,0,저지방 고단백
22,1.7530689085770217,93.78534779937657,30.516661366213885,Obese Class 1,Male,125.11031677822336,1,257,0,벌크업
25,1.7336070427200478,77.98862901679323,25.949557742733408,Overweight,Male,84.43865306309094,4,30,1,균형 식단
37,1.7109452357773542,86.72732812993486,29.626732031837548,Overweight,Male,118.18772102615024,4,255,1,벌크업
30,1.803634708024428,70.90571214235474,21.7963641596861,Normal weight,Male,60.12849039980972,4,56,0,균형 식단
20,1.5753557406238397,91.04695807715792,36.68665880151614,Obese Class 2,Male,78.75961545613137,4,89,1,저지방 고단백
21,1.743675150206838,96.77000746721468,31.828019683547364,Obese Class 1,Male,116.0262689642902,4,131,1,벌크업
23,1.8314399385383144,98.68398519405416,29.421263394858094,Overweight,Male,70.916871444045,2,319,1,저지방 고단백
30,1.7127236861612198,88.68393765717624,30.232242345053308,Obese Class 1,Male,100.01575985367266,3,119,1,벌크업
31,1.8582322474507496,77.59696160110512,22.472155497336956,Normal weight,Male,47.94865994051278,2,316,1,저지방 고단백
38,1.5765234906853354,88.6738162133317,35.67750756404865,Obese Class 2,Male,71.82469921887655,1,184,0,저지방 고단백
21,1.8142683655941043,93.24621611365195,28.32879888455354,Overweight,Male,105.52041565977076,4,108,0,벌크업
34,1.549138290501386,78.98177450839741,32.911411573671025,Obese Class 1,Male,92.41848945790892,1,78,1,벌크업
40,1.5982344106146744,98.80320515132212,38.680321868439634,Obese Class 2,Male,99.88735842505083,2,41,0,균형 식단
39,1.8430741130878,85.61748409853723,25.20442901017026,Overweight,Male,83.97635576307044,4,33,1,균형 식단
22,1.7372035880652414,91.29778243532247,30.25232751988823,Obese Class 1,Male,115.56964984171798,4,141,1,벌크업
32,1.8744607413507288,88.41522971960113,25.163693205058426,Overweight,Male,101.89663509997148,4,55,1,균형 식단
36,1.7248005546456686,85.92741383516218,28.883776424126317,Overweight,Male,94.3419844334306,1,45,1,균형 식단
36,1.762848957236009,82.4003286952294,26.515433875975564,Overweight,Male,83.8330202917522,2,32,0,균형 식단
37,1.5986836453740036,75.20544020985021,29.425523194166157,Overweight,Male,65.43296948596534,2,47,0,균형 식단
34,1.8284479585764477,79.1951415953703,23.688269305018785,Normal weight,Male,111.82568222588654,4,284,1,벌크업
26,1.7618023327119468,70.09837321404521,22.58362105917367,Normal weight,Male,43.75308395141214,4,267,1,저지방 고단백
24,1.7891903580267234,96.63387164562924,30.18674469849875,Obese Class 1,Male,83.696995225529,4,95,1,저지방 고단백
36,1.8120460568097567,72.75185128366462,22.15672590512447,Normal weight,Male,76.45663758041135,4,49,0,균형 식단
34,1.5292871600287854,78.00744929643868,33.354773288627165,Obese Class 1,Male,107.55818178308394,2,264,0,벌크업
26,1.7268663518938072,96.82784296446964,32.47003842100969,Obese Class 1,Male,116.84444278554707,1,121,1,벌크업
20,1.787113641741784,82.68663274579009,25.88993538472398,Overweight,Male,88.85208999867544,3,52,0,균형 식단
38,1.779311231605936,84.74993262460333,26.769207940150725,Overweight,Male,67.2997391043906,4,197,1,저지방 고단백
34,1.5264207027936985,93.67381526583394,40.20404159561012,Obese Class 3,Male,60.7905734013205,2,264,0,저지방 고단백
38,1.755648029252847,80.52696645728696,26.125609573647413,Overweight,Male,93.48515493400632,1,104,1,벌크업
26,1.7623670192291514,78.8188393908913,25.37682716580133,Overweight,Male,73.54828734068158,2,42,1,균형 식단
23,1.7448060877953024,70.57955336017453,23.183797245190465,Normal weight,Male,102.34214385374467,1,300,1,벌크업
38,1.6029141968863188,74.70251162624113,29.074660545187868,Overweight,Male,39.205974981191005,4,470,0,저지방 고단백
37,1.615035386019878,79.06651647131591,30.312972138640244,Obese Class 1,Male,98.80975695473282,3,196,0,벌크업
29,1.7795134518856175,89.28299718417868,28.19461770144304,Overweight,Male,120.46948521032472,4,270,0,벌크업
35,1.846884164365623,86.5938537773091,25.38678779436268,Overweight,Male,124.22864946286045,1,370,1,벌크업
23,1.817280658950692,81.37814111020714,24.641307948875205,Normal weight,Male,69.87032312920479,2,59,0,균형 식단
35,1.6358294232819324,91.64040961524807,34.2460897706897,Obese Class 1,Male,79.86858455741748,1,106,1,저지방 고단백
24,1.5368072554859382,71.32591580555189,30.20011189967292,Obese Class 1,Male,43.73304055375729,1,251,1,저지방 고단백
36,1.784194767351143,83.52235988213997,26.237245194088192,Overweight,Male,45.06661619475203,1,472,1,저지방 고단백
34,1.7320030381412077,78.99729225623075,26.33388329282309,Overweight,Male,68.13985319414996,3,111,0,저지방 고단백
25,1.7852913933529224,99.12053609569324,31.09892805448548,Obese Class 1,Male,134.65357088617304,1,458,1,벌크업
22,1.8488107876790545,84.30728073265108,24.66494484124429,Normal weight,Male,84.245258937936,1,45,0,균형 식단
23,1.727720670811874,88.79961466824957,29.74842810259245,Overweight,Male,59.0998347320497,2,311,1,저지방 고단백
37,1.565343017569015,91.95908442544396,37.52974364885712,Obese Class 2,Male,74.47852603955539,2,244,0,저지방 고단백
26,1.863043323881631,88.06216255803668,25.37134189773406,Overweight,Male,98.34153673704876,3,40,1,균형 식단
39,1.7288654168491495,75.67289077082592,25.317332808610274,Overweight,Male,52.481836777816405,4,125,0,저지방 고단백
40,1.5796830237857666,86.04460237435356,34.48130785686125,Obese Class 1,Male,51.82424861926569,3,279,0,저지방 고단백
39,1.6560716586448336,73.35137317634855,26.74545549789532,Overweight,Male,96.06269553264252,2,191,0,벌크업
23,1.8684165058490088,84.78595309562401,24.287147816087376,Normal weight,Male,116.02949103975556,1,230,0,벌크업
38,1.568378436368771,78.05342355814729,31.731472908790938,Obese Class 1,Male,61.6052520322267,1,231,1,저지방 고단백
37,1.7279469608124405,86.76608067572842,29.059568742722103,Overweight,Male,113.02895692735513,2,297,1,벌크업
28,1.7907785775246845,99.12545226266946,30.91017052343512,Obese Class 1,Male,125.08075869642722,3,334,0,벌크업
31,1.6088821034341438,73.38090266483147,28.348795310722327,Overweight,Male,54.76538777710695,2,182,0,저지방 고단백
31,1.7881275878918357,85.94653112909263,26.880128809617432,Overweight,Male,73.46689159013992,2,71,0,저지방 고단백
40,1.8993578228701744,81.43457561062748,22.573310621641088,Normal weight,Male,108.47946549880258,4,259,1,벌크업
28,1.7081879723253104,89.64314712081107,30.72173762606236,Obese Class 1,Male,104.08873045941984,2,40,1,균형 식단
24,1.501518342764634,76.50928943541066,33.93539312271684,Obese Class 1,Male,115.16756978233492,3,460,1,벌크업
30,1.65015587039528,74.74775747378459,27.45037175239166,Overweight,Male,88.57053062329572,1,36,0,균형 식단
33,1.508740442974912,76.99288764508317,33.82373352318736,Obese Class 1,Male,67.9629784951896,1,59,1,균형 식단
23,1.6257665494412858,73.35253423390726,27.75228555929047,Overweight,Male,77.05712743886355,2,30,1,균형 식단
38,1.794254554065687,90.10284261963606,27.987904166506805,Overweight,Male,93.89992900156426,1,47,1,균형 식단
22,1.6319594436189084,82.75006802838556,31.07059971670093,Obese Class 1,Male,120.4226026305737,2,469,0,벌크업
25,1.8940661131432768,87.73382990332445,24.45551539977497,Normal weight,Male,62.01781196969361,2,390,0,저지방 고단백
33,1.5711547130370829,77.3373119769111,31.32933438932725,Obese Class 1,Male,52.85157946468627,3,226,1,저지방 고단백
28,1.561120680112981,75.13197764215663,30.82846257716562,Obese Class 1,Male,36.110092415002654,2,458,0,저지방 고단백
23,1.5560313771110394,73.74741508114555,30.45861153718211,Obese Class 1,Male,47.96348505576175,2,392,1,저지방 고단백
22,1.5504245918712725,89.6046830526345,37.27600930359824,Obese Class 2,Male,99.38607352265925,4,37,1,균형 식단
38,1.8827161115222264,79.80868704938406,22.515442565601848,Normal weight,Male,64.21025131583441,2,212,1,저지방 고단백
40,1.4202456256449802,51.43877784209519,25.501382230770304,Overweight,Female,39.850244114525886,2,34,0,균형 식단
29,1.522432609994373,62.819162640435295,27.102914025742884,Overweight,Female,50.75153909336042,4,36,0,균형 식단
30,1.6294843404534327,66.45262962065358,25.02717260618285,Overweight,Female,102.67694071676895,1,374,1,벌크업
28,1.5406129568118454,74.86336445066918,31.54149316701761,Obese Class 1,Female,91.70354666074832,4,160,1,벌크업
29,1.6466430957835616,70.83246241626247,26.12362162337624,Overweight,Female,66.7346747955211,3,50,1,균형 식단
32,1.509706287074877,58.820125141590175,25.80720768600404,Overweight,Female,67.43116376885672,4,47,1,균형 식단
39,1.479671033209403,51.80568904888236,23.661763574743727,Normal weight,Female,65.37075596040013,1,34,1,균형 식단
20,1.5979948153682515,57.91064328602771,22.67815176678792,Normal weight,Female,97.27911858056471,3,384,1,벌크업
29,1.4716180403735664,53.21033628441295,24.570036255924645,Normal weight,Female,29.37709999770332,3,147,1,저지방 고단백
34,1.4604185490603503,59.85395209783237,28.063262006916155,Overweight,Female,29.21861598111144,2,338,0,저지방 고단백
29,1.5142467417959755,71.2023231235955,31.052807273039235,Obese Class 1,Female,57.56488842976734,2,45,1,균형 식단
31,1.5273351647450688,53.8019470063841,23.063716475517666,Normal weight,Female,90.57596929723545,3,392,1,벌크업
31,1.4879137232000537,69.39622464445596,31.345871257426285,Obese Class 1,Female,96.95299994558482,3,221,0,벌크업
27,1.5596020201558716,63.94962250512862,26.29119988820496,Overweight,Female,76.11463269043303,4,30,0,균형 식단
39,1.666507734207506,68.23224178726763,24.568292458971765,Normal weight,Female,77.82212380784543,1,30,1,균형 식단
22,1.526614614659815,61.73141168984447,26.487890798910232,Overweight,Female,82.70313411324867,2,177,0,벌크업
22,1.6141744045039397,56.04824072992018,21.511023375208104,Normal weight,Female,74.54406739842784,2,156,0,벌크업
34,1.630515339500173,62.05133070001829,23.34002525538844,Normal weight,Female,47.32383606327355,1,100,0,저지방 고단백
33,1.4282435653284609,74.398101852546,36.47180885843768,Obese Class 2,Female,36.57186932139189,1,426,0,저지방 고단백
38,1.633347024606093,69.76602975321904,26.15092633796627,Overweight,Female,43.84888413664545,3,317,1,저지방 고단백
30,1.550692936644029,67.72951454809899,28.166075910459988,Overweight,Female,74.52384614211924,1,41,1,균형 식단
38,1.6180220203147455,69.98694725061743,26.73303056251945,Overweight,Female,105.23038694078936,1,488,0,벌크업
27,1.435503598273634,71.2470524282337,34.57469286795644,Obese Class 1,Female,100.35095253828862,2,300,1,벌크업
26,1.672816105447708,72.52862445273959,25.918689482814138,Overweight,Female,56.39515016033697,2,248,0,저지방 고단백
36,1.609647660411531,51.45639849949484,19.859931249114787,Normal weight,Female,81.464598539787,1,232,0,벌크업
29,1.5673217813550462,57.28952097484866,23.321627409917006,Normal weight,Female,36.2815514690346,4,212,0,저지방 고단백
26,1.6265217047703089,54.371565317295705,20.551906250533587,Normal weight,Female,80.73283106159553,1,320,1,벌크업
36,1.6154564620166465,66.06691500906456,25.3159081981647,Overweight,Female,95.06438984978918,1,311,1,벌크업
31,1.673690822682691,50.87803217292431,18.162676013607854,Underweight,Female,37.09093586745473,1,95,0,저지방 고단백
37,1.415267839128097,52.6954032945241,26.308461833613677,Overweight,Female,56.76612502042512,2,41,0,균형 식단
39,1.530703362239752,68.62015319977704,29.286644198803494,Overweight,Female,90.93953748298348,2,129,0,벌크업
35,1.5059991021876489,66.0215871472467,29.10961989393987,Overweight,Female,65.9011576309439,3,46,1,균형 식단
25,1.4661207611929834,60.51896208274869,28.1547699941595,Overweight,Female,70.3955233242907,2,34,1,균형 식단
30,1.5959811773893504,69.27775816779942,27.19808303152124,Overweight,Female,57.75588983854114,3,100,0,저지방 고단백
36,1.6880363214631178,58.21754508211748,20.431032467904917,Normal weight,Female,43.92876653085203,2,43,0,균형 식단
35,1.4104733433086885,56.38703834462193,28.34324160656024,Overweight,Female,72.82702410858576,3,182,1,벌크업
22,1.505676734958581,71.58146362506214,31.57454451701548,Obese Class 1,Female,32.30891217922872,1,418,0,저지방 고단백
33,1.670132450540207,72.88645569834246,26.13033653989669,Overweight,Female,88.49905776984922,2,180,0,벌크업
21,1.5159780431425975,73.28814827192312,31.889515895271117,Obese Class 1,Female,104.857794579573,1,312,1,벌크업
35,1.4990137266607262,50.12036207906767,22.30503865646609,Normal weight,Female,63.27710667456331,4,34,0,균형 식단
30,1.563354781142393,56.54530355585238,23.13563625341863,Normal weight,Female,47.10099476867559,2,52,0,균형 식단
40,1.6156436353578347,57.5711615135541,22.05534437806294,Normal weight,Female,35.538742250304296,4,137,1,저지방 고단백
38,1.4843914183954847,69.12866293121208,31.373378361120825,Obese Class 1,Female,41.97031258741374,2,368,1,저지방 고단백
28,1.6359784836064173,70.28894835653851,26.262246328627693,Overweight,Female,88.32723493273859,1,136,1,벌크업
29,1.400890689585765,64.53976585041111,32.88659330168143,Obese Class 1,Female,87.40526555549127,3,198,1,벌크업
27,1.6709323452848053,58.725058594761045,21.033218175797987,Normal weight,Female,31.076520196947843,3,394,1,저지방 고단백
38,1.5579331489609718,65.23399528896834,26.87672462854524,Overweight,Female,69.89741666936123,1,39,0,균형 식단
36,1.59028425133504,59.771737860012,23.63449716131971,Normal weight,Female,72.56492564349323,1,91,0,벌크업
29,1.4752851899367656,54.07815502153835,24.846767783361784,Normal weight,Female,16.82882924760601,1,444,0,저지방 고단백
20,1.6148175154182598,57.51870460843478,22.057799958602832,Normal weight,Female,91.25311429051234,2,210,1,벌크업
40,1.4900392937469067,68.8839191770975,31.025758369744068,Obese Class 1,Female,64.66431943127776,3,35,0,균형 식단
37,1.4699624221375798,53.91704136762265,24.952472606090208,Normal weight,Female,40.58444846729848,3,34,1,균형 식단
31,1.5290673035656523,52.15854272033037,22.308596346395053,Normal weight,Female,38.44618537230298,1,51,1,균형 식단
28,1.5212047858713065,64.47982542922122,27.864322427417484,Overweight,Female,41.92924329409578,3,146,1,저지방 고단백
36,1.4210077860912784,70.00294245565468,34.66756832251596,Obese Class 1,Female,102.59042135248916,4,242,1,벌크업
32,1.6163492289629615,67.48589178975539,25.831081546374893,Overweight,Female,58.82351254330865,2,33,0,균형 식단
23,1.571249972359085,51.77194558017524,20.97026505955114,Normal weight,Female,90.05309662591793,3,487,0,벌크업
32,1.4847811286073729,52.43788848562359,23.785939915289543,Normal weight,Female,48.22080874294704,4,54,0,균형 식단
22,1.4613215489187057,65.58975735465252,30.71457053578204,Obese Class 1,Female,69.88230984850932,3,48,0,균형 식단
37,1.6088869221907207,72.4633260176155,27.99414584616207,Overweight,Female,84.27444071478925,3,45,1,균형 식단
36,1.6614765590057772,71.37679105854377,25.856431235167445,Overweight,Female,32.348841863289444,2,435,0,저지방 고단백
34,1.4997680360442516,73.50371765064602,32.678425130040594,Obese Class 1,Female,52.9538436686279,2,244,0,저지방 고단백
20,1.63402111444884,73.82444528869172,27.6493460625074,Overweight,Female,104.448246478369,2,286,1,벌크업
31,1.626700009645222,64.2787245193299,24.29138694139169,Normal weight,Female,77.26421999377843,4,88,0,벌크업
35,1.592497185123622,64.44984481068985,25.413502816520925,Overweight,Female,95.55214096096675,3,204,0,벌크업
31,1.546350797804991,64.63268712860861,27.02938515341691,Overweight,Female,56.54598718686569,4,56,1,균형 식단
31,1.5673845156013773,59.72215324984281,24.309966120241903,Normal weight,Female,30.187479896619685,4,250,1,저지방 고단백
27,1.530756835406783,53.1271769957058,22.672756547176878,Normal weight,Female,66.11139220506507,2,39,1,균형 식단
35,1.4667709037481735,50.03115760774381,23.25498046329893,Normal weight,Female,69.31584891434301,3,138,1,벌크업
37,1.6951871179458768,51.497783161160775,17.920628934339675,Underweight,Female,73.45527054296477,1,140,0,벌크업
24,1.616616192684184,62.80867034381001,24.03287626149579,Normal weight,Female,81.23798975839725,4,121,0,벌크업
33,1.419401348857242,58.81310425708352,29.19198825421964,Overweight,Female,71.26510453199137,2,34,0,균형 식단
39,1.6715173136791637,71.86031077044117,25.719784904165014,Overweight,Female,40.83328051841122,1,334,1,저지방 고단백
20,1.6499866548254671,50.75477880653165,18.64301187299446,Normal weight,Female,29.540636427966835,3,235,0,저지방 고단백
21,1.4332495921067343,58.64784601163086,28.55015119413421,Overweight,Female,48.85115225629323,3,41,1,균형 식단
30,1.4036171674837656,55.26436057508251,28.05096502603015,Overweight,Female,66.91388588778591,4,115,1,벌크업
39,1.4553221337179043,53.70335144510636,25.3561387976818,Overweight,Female,78.86643745173959,4,328,0,벌크업
33,1.614056125056858,59.85906302417554,22.97696433180205,Normal weight,Female,71.0571776082732,3,36,0,균형 식단
35,1.622230456770574,70.99841928426508,26.97885897244334,Overweight,Female,81.32205689331074,1,84,1,벌크업
37,1.5312903922319574,69.21684355040492,29.518662480698925,Overweight,Female,31.381137008176253,2,452,1,저지방 고단백
20,1.6653806345208393,53.931982191068485,19.44551107379836,Normal weight,Female,42.81321705012743,1,47,1,균형 식단
31,1.6008171174910353,62.36195229616294,24.335275294869465,Normal weight,Female,61.28822916482069,3,55,0,균형 식단
31,1.6736242957228151,54.55556115398305,19.477045716031643,Normal weight,Female,89.81003148964894,3,398,0,벌크업
38,1.5233773517540703,57.5821374000457,24.812629588534914,Normal weight,Female,24.540344897847085,2,297,1,저지방 고단백
26,1.452920070805899,52.61976997702679,24.926740866261884,Normal weight,Female,41.03551319089786,2,44,0,균형 식단
27,1.6639300536409851,70.00804607801396,25.285865570821198,Overweight,Female,79.05924144549905,1,48,1,균형 식단
21,1.4679878429949067,73.50170931629833,34.107706789580426,Obese Class 1,Female,62.29758477954996,4,44,1,균형 식단
27,1.6937873591722936,72.9542758657511,25.42921632329981,Overweight,Female,53.31540683800978,4,171,1,저지방 고단백
23,1.4733468536523642,54.04390053833341,24.89640762763288,Normal weight,Female,15.150813703153505,2,468,1,저지방 고단백
33,1.570552223701874,63.07118358437997,25.569734397677195,Overweight,Female,56.348641121344144,1,30,1,균형 식단
20,1.6414527616837795,72.56197702721978,26.93099064834523,Overweight,Female,69.12259561183309,3,47,1,균형 식단
23,1.5456130041684195,50.9681759600017,21.335241605501235,Normal weight,Female,39.98354001612462,4,37,1,균형 식단
32,1.5817910266097368,68.27261911318426,27.286532415581465,Overweight,Female,32.46863645405047,3,414,0,저지방 고단백
37,1.4874724012390197,57.07851152085912,25.79733278728386,Overweight,Female,60.81979843291565,3,55,0,균형 식단
26,1.6044293537371943,56.9334708419523,22.117012458865627,Normal weight,Female,45.84611353015613,4,87,0,저지방 고단백
30,1.5797511753940108,57.811224041858566,23.165132599500804,Normal weight,Female,69.76149650283577,4,100,0,벌크업
40,1.623131935459715,65.81612971545742,24.98185566788124,Normal weight,Female,43.45507123281002,1,237,1,저지방 고단백
37,1.411666201145891,69.94585884222721,35.09926107785244,Obese Class 2,Female,82.14384529985423,2,55,0,균형 식단
33,1.4013691695162982,54.814626840768256,27.9120249458371,Overweight,Female,65.95069645841002,4,53,0,균형 식단
30,1.6965264720073652,72.26869310373849,25.108971274616028,Overweight,Female,37.11217593686944,2,413,1,저지방 고단백
31,1.7026010265049598,98.54843478135197,33.99569694773995,Obese Class 1,Male,121.72321169046344,1,124,1,벌크업
26,1.5533385221999165,81.40999823183594,33.74003430944693,Obese Class 1,Male,78.97980985897414,3,51,0,균형 식단
33,1.767204263227679,88.27283485433652,28.26529828283972,Overweight,Male,87.41315109496952,2,40,1,균형 식단
23,1.8634255494971539,86.26792470525456,24.844213857103206,Normal weight,Male,119.48686029452676,3,277,0,벌크업
33,1.8961364765011426,71.18604630789856,19.79956673422788,Normal weight,Male,84.8151744601485,2,31,0,균형 식단
31,1.5756207651482286,82.60886942614478,33.275400169725906,Obese Class 1,Male,54.17842369826943,4,299,1,저지방 고단백
21,1.5854832256284106,87.32064889874437,34.73710738865039,Obese Class 1,Male,99.2228158436367,1,98,0,벌크업
38,1.5536283425280546,94.48131168310601,39.142777863152396,Obese Class 2,Male,119.30459040141261,1,144,1,벌크업
26,1.8497198373990762,76.11345028465936,22.245875427067514,Normal weight,Male,53.9634904323063,1,158,1,저지방 고단백
20,1.5674230802199915,70.0376010067545,28.507477283529166,Overweight,Male,95.01084587955334,1,143,1,벌크업
31,1.6740601787680718,97.75271613093476,34.88082125690974,Obese Class 1,Male,92.26760997806755,1,46,0,균형 식단
21,1.7362089103185494,88.96971928945317,29.51469222975662,Overweight,Male,64.27023893904186,3,128,0,저지방 고단백
20,1.5541373611197258,79.17351797039044,32.7794106377494,Obese Class 1,Male,59.285527072523124,3,193,1,저지방 고단백
38,1.8549161997832566,71.93196825888586,20.90611599698792,Normal weight,Male,57.5948247509258,4,77,0,저지방 고단백
27,1.808792797673782,84.00451473226966,25.67585930787297,Overweight,Male,116.77848082303616,3,264,1,벌크업
29,1.787420968956899,94.39976378242108,29.547259781690933,Overweight,Male,107.73829183802357,3,104,1,벌크업
30,1.7593096479849195,85.03335032420962,27.47291370264221,Overweight,Male,75.5856695448028,1,33,0,균형 식단
32,1.621130733232742,93.42195251570962,35.54781091694939,Obese Class 2,Male,109.84178370134546,3,171,1,벌크업
40,1.5962945802302777,99.4053868301816,39.01070881767399,Obese Class 2,Male,101.44612540218147,1,58,0,균형 식단
23,1.7623064164050204,99.28242128799577,31.967561932499542,Obese Class 1,Male,73.02988964503885,2,327,0,저지방 고단백
20,1.6478887178623283,87.82712069808431,32.342447690412605,Obese Class 1,Male,90.58927449116818,4,37,0,균형 식단
30,1.507210996006596,90.64971776315582,39.90417610827768,Obese Class 2,Male,128.73520388289242,1,425,1,벌크업
26,1.7321796252273804,81.88320947574887,27.29034368309204,Overweight,Male,109.35792252233409,3,304,1,벌크업
32,1.89107657953755,98.66920992017593,27.59074444082966,Overweight,Male,83.9076854590037,3,85,0,저지방 고단백
